Sentiment,SentimentText,Processed_Text
0,"#Trendio Shit, I didn't buy Mark Webber cos I thought he would not rise.... And thus, went up 30% ",shit buy mark webber co thought would rise thu went 30
0, i want a happy day,want happi day
0, why is @Kristinakk4 and @Shantisaha too busy to tweet to me? i know when im too busy to tweet its because im being entertained... lol,kristinakk4 shantisaha busi tweet know im busi tweet im entertain lol
0,#BGT should little Holly perform in tomorrow night's final? Poor little mite looked terrified. So brave and fantastic voice but scared ,littl holli perform tomorrow night final poor littl mite look terrifi brave fantast voic scare
1,#ASOT400 Daniel Kandi is tearing the roof off ,daniel kandi tear roof
0, rob has left the u.s   ,left us
1,#ThaiPBS ??????????????????????????????????????????????????? ????????????????????????????? ,
1,$5 Zoo day tomorrow!!! So stoked! ,zoo day tomorrow stoke
0, my dad beats me. ....daddy..,dad beat daddi
0, dont know how im goin to go on. i cannot sleep. i keep thinking of her... ,know im goin go sleep keep think
1, my hoodie came today! thank you @ChristopherDXS,hoodi came today thank christopherdx
0, another 45 mins....,45 min
0, boro let me down. It's getting very tight.,let get tight
0, -is sad-,sad
0, Doesn't know what to eat! What would you eat on very sensitive stomach after being sick?,know eat would eat sensit stomach sick
0, why? cheer up ily ryan lol @ryan241241,cheer ili ryan lol ryan241241
1,"&lt;&lt;&lt; Course, I left the camera behind, plus it wasn't raining buckets on our heads: that saved at least 45 minutes. ",cours left camera behind plu rain bucket head save least 45 minut
1,#postdigital event is being filmed on a flip camera! expensive cameras need not apply! ,event film flip camera expens camera need appli
0,#wish27 Man...gonna have to go to bed soon... ,mangonna go bed soon
0,#chuckmemondays OMG. i miss watching Chuck.. The new season cant get here soon enough! I'll have to watch reruns for the entire summer ,omg miss watch chuck new season cant get soon enough ill watch rerun entir summer
1,#wheniwerealad Liverpool used to win Trophies!!! PMSL Some things ARE BETTER in 2009. Come on United ,liverpool use win trophi pmsl thing better 2009 come unit
1,&lt;333 Maroon 5 &quot;Secret&quot;  heehee Wedding Date scene's got me TRIPPIN! SLIPPIN! TRRRIPPIN! oh how lovelyyy.,maroon 5 quotsecretquot heehe wed date scene got trippin slippin trrrippin oh lovelyyi
0, Im in trouble for leaving the heater on all night,troubl leav heater night
1,#followfriday again  @ognawg @CharlesCecil @Codinthepocket @LonoSG @Naughty_Dog @PacManPolarBear @SirSpoon @Viatrophy_BG @yamstersg enjoy!,ognawg charlescecil codinthepocket lonosg naughtydog pacmanpolarbear sirspoon viatrophybg yamstersg enjoy
1,-- ponte winery in temecula has amazing wines! you should go out there and try it!  love love the beverino. cheers!,pont wineri temecula amaz wine go tri love love beverino cheer
1,- getting ready to watch the Sprint Cup boys try to tame the concrete Monster Mile! hopefully tires won't be too much of an issue! ,get readi watch sprint cup boy tri tame concret monster mile hope tire much issu
1, Completo. Just as the bell rings,bell ring
0,&quot;Bye Bye&quot; Cleveland......  ***Sassy***,byequot cleveland sassi
0,"- don't you hate it when you iPhone battery dies on you, and the nearest charge is 15 miles away ",hate iphon batteri die nearest charg 15 mile away
1,#iremember when rolling down a hill and getting covered in grass stains was the best fun ever  I suppose it still could be ...,roll hill get cover grass stain best fun ever suppos still could
1,#myweakness @Demo_Vinicci and sweet things like cakes ,demovinicci sweet thing like cake
1, my prom dress. please excuse the horrible lighting ! http://twitgoo.com/daus,prom dress pleas excus horribl light httptwitgoocomdau
1,#mw2 Now lets see some multiplayer gameplay ,let see multiplay gameplay
0," every time i leave my room,i miss bubu sending me a msg and then he's gone,same on my side.its been hapnin all day...universe?!!mxit then",time leav roomi miss bubu send msg he gonesam sideit hapnin dayuniversemxit
1," running out of pulse, but it was a funn call!!!",puls funn call
0," @YMPtweet @Spiral_galaxy  but so badly no one does , i know that there is more but that's what i got so far",spiralgalaxi badli one know that got far
0,#haveyouever murdered someone cause God told you to? ,murder someon caus god told
0, joins leaving. I don't want him to leave ,leav want leav
0,"&lt;grandy&gt; whats worse being a cubs fan, or selling rv's that are nicer than your house ",what wors cub fan sell rv nicer hous
0,#asot4 anyone got video?:S i ain't got ,anyon got video aint got
1,"#lakers &amp; #magic in OT. watching the game with my favorite guy, my 11 yr old brother. ",amp magic ot watch game favorit guy 11 yr old brother
0, my mom won't let me watch JONAS.,mom let watch jona
0,"#amazeballs  ... something else I should know, but don't. ",someth els know
1,"#Tetris, one of the most renowned and addictive creations in the brief history of video games, turns 25 this week  Long live Tetris!",one renown addict creation brief histori video game turn 25 week long live tetri
0, we lost by 2!! So sad,lost 2 sad
1,&quot;Cosatu and Icasa have been ordered to cover the legal costs&quot; Haha beautiful! ,icasa order cover legal costsquot haha beauti
1,"&quot;Ford's Approach to Social Media&quot; on Fox Business http://bit.ly/LpRvx Dating back to Feb. 2009, but still useful ",approach social mediaquot fox busi httpbitlylprvx date back feb 2009 still use
0,#bonktown had some sweet Time carbon shoes for $50!!! Euro 45 would have been too big ,sweet time carbon shoe 50 euro 45 would big
0, Sometimes I wonder...,wonder
1, Josh Groban's music is my happy place.,groban music happi place
0," adam ong, if ur reading this anywhere, i tried followin u back but twitter said ur page doesnt exist anymore?",ong ur read anywher tri followin u back twitter said ur page doesnt exist anymor
0,#ivf means i have to take antibiotics before ceri's procedure... they give me indigestion ,mean take antibiot ceri procedur give indigest
0, miss texting...,text
1,#flylady gm/hey girls! Laundry rebooted and enjoying the silence and extra me time thanks to family sleeping in ,gmhey girl laundri reboot enjoy silenc extra time thank famili sleep
1,-- hmm...life's been pretty good to me lately.  I'm quite content.,hmmlife pretti good late im quit content
1,#imaddicted to suuuusshhhhiiii ,suuuusshhhhiiii
1,"#followfriday - I'm a little late, but here's a special shoutout for @SomersetMarcy - my missus! ",im littl late here special shoutout somersetmarci missu
0," I work the next 4 days, 8 hours each day. No fun.",work next 4 day 8 hour day fun
0, &quot;An unknown error occured (-4)&quot;. uh oh. iPhone OS 3 fail so far ,unknown error occur 4quot uh oh iphon os 3 fail far
1,"#Beijing I know exactly,! how to do you it good!  - w4m (beijing) 21yr: I propose VIP escort, Strip-sh.. http://tinyurl.com/nqfko6",know exactli good w4m beij 21yr propos vip escort stripsh httptinyurlcomnqfko6
1,#inever had sex w | 2 bitches at once.... ok im lying phaha. i love females ,sex w 2 bitch ok im lie phaha love femal
0,#inaperfectworld this TT could NOT bump #iranelection from the top until the drama played out. Talk about ltd. attn. spans! FOR SHAME!!! ,tt could bump iranelect top drama play talk ltd attn span shame
1, think i gota ll contents/interviews ready now for june issue,gota contentsinterview readi june issu
0,#addictedto the internet ,internet
1,#followfriday @Carrickman A Twitter newbie but has made me laugh a few times already. Observations on Bradford wildlife  Worth a follow.,carrickman twitter newbi made laugh time alreadi observ bradford wildlif worth follow
0,- so much for the pool ... I get to wait for the maintenance man!...yay for me ,much pool get wait mainten manyay
1,&quot;I believe that every human has a finite number of heart-beats. I don't intend to waste any of mine running around doing exercises.&quot; ,believ everi human finit number heartbeat intend wast mine run around exercisesquot
0,#iremember wet n wild!!! ,wet n wild
0, MOT didnt go v.well,didnt go vwell
1, remembered something while reading. &quot;shut up and hug or I'll hit you both with a tennis racket.&quot; good times. I miss it sometimes.,someth read quotshut hug ill hit tenni racketquot good time miss sometim
0, i hate it when they wake me up with a wrong number and my step dad vacumming EVERY saturday morning.,hate wake wrong number step dad vacum everi saturday morn
1,"&quot;Gene Hunt is a guilty pleasure&quot;  - Send me down for 12 consecutive life sentences, then. ",hunt guilti pleasurequot send 12 consecut life sentenc
0,#squarespace I'm risking a sick day to post this... I need a phone for me and my girlfriend ,im risk sick day post need phone girlfriend
0,#squarespace &quot;Twitter from your Commodore 64 http://bit.ly/xogs5 &quot; Talk about teck nostalgia! I wish I still had my Commodore 128 ,quottwitt commodor 64 httpbitlyxogs5 quot talk teck nostalgia wish still commodor 128
1, yey to night IÃÂ´ll see Wolverine with a friend *dancing*,night iãâ´ll see wolverin friend danc
0, doesn't have contacts on &amp; can't see ='(,contact amp see
0, it's friday but... i still have so much to do this weekend.,friday still much weekend
0,&quot;I wiLL ALays Love you Lizz!&quot; Pff .. Nothing you wiLL do! hate guys who say this &amp; then they are kissing an other GirL   Lucas I HATE YOU!,alay love lizzquot pff noth hate guy say amp kiss girl luca hate
0, hmph...text me...,
1, Design with humor. Escape key on the run!-- http://ow.ly/3dfT,humor escap key run httpowly3dft
1,#iremember When I Rolled Out Of The Bed On Holiday And Landed In A Suitcase ,roll bed holiday land suitcas
0,&quot;come fly with me...?Our love is truly limitless.We are all pure spirit -living truths&quot; unknown Can mere words be deployed w/ such force ,fli meour love truli limitlessw pure spirit live truthsquot unknown mere word deploy w forc
1,#Flawless# to win ,win
1, IÃ¯Â¿Â½m feeling greate ,feel great
0,#DesignTalk : photography job commenced. it was hot outside   anyone want to come over and watch.. http://tr.im/mTZl,photographi job commenc hot outsid anyon want come watch httptrimmtzl
1,"&quot;he just do what he please&quot;   mm, good day ",pleasequot mm good day
0,=-- mommy I wanna go hooome,mommi wan na go hooom
1, How's everybody. I'm finna GO!  HOW ABOUT THEM APPLES =D,everybodi im finna go appl
1,! RB  @verawooten: &quot;@ladypn: &quot;Its a Brand New Day already! Time to leave the dance party!   &quot;&quot; GooD Morning ? http://blip.fm/~7b9sk,rb verawooten quotladypn quotit brand new day alreadi time leav danc parti quotquot good morn httpblipfm7b9sk
0, &quot;BBC NEWS | UK maps climate change forecasts&quot; - The picture it paints is an alarming one ( http://bit.ly/69AYs ),news uk map climat chang forecastsquot pictur paint alarm one httpbitly69ay
0, cant wait till later!!!!!!!!!!! gonna sit here and play ps2 then prob watch the phillies then eat dinner then the best part of the day!,wait till later gon na sit play ps2 prob watch philli eat dinner best part day
1,"- If you end having to eat your words, don't worry, they taste like chicken  ",end eat word worri tast like chicken
1,"!@lolunix both #! and !@ are unsearchable too, thanks to regex strips ",unsearch thank regex strip
1,&quot;how do you like them apples&quot; is from the movie Rio Bravo. Good Will Hunting make a lot more sense now. ,like applesquot movi rio bravo good hunt make lot sens
1,"#FollowFriday A last and special FF mention for @mattblum whose work is both beautiful and inspirational, so much to aspire to and admire ",last special ff mention mattblum whose work beauti inspir much aspir admir
0, stupid vergin media had my internet limmited to 256kbps stupid peek times,vergin media internet limmit 256kbp stupid peek time
0,    i miss my summertime daley.,miss summertim daley
0, Kinda hurt u no longer follow me....@Bossmobb,hurt u longer follow mebossmobb
0,#Zend_Lucene_Search .... Why can't I search  numbers with you I want to know who's #2 in all these topics  #zend,search number want know who 2 topic zend
1,#starplayer tonight ,tonight
1,&quot;can't let the music stop.. until i touch your hand..&quot; = touch my hand @DavidArchie. ,let music stop touch handquot touch hand davidarchi
1,#asot400 Yes they are. Episode 001 now ,ye episod 001
0," this guy thru at least $5 worth of change at this poor girl on stage,i gues she pisd him off but that's so screwd up",guy thru least 5 worth chang poor girl stagei gue pisd that screwd
0, my arm nearest the window is about to freeze off! but the rest of me is warm... such a horrible feeling. #jonaskevin,arm nearest window freez rest warm horribl feel jonaskevin
0, Anyone have any connections to getting SOLD OUT tix for Duran Duran at The Fillmore???!,connect get sold tix duran duran fillmor
1,#dmctweeterscount 1 change number and don't repeat ,1 chang number repeat
1,"$100 for Robin Thicke, Jennifer Hudson and suprise guests Chaka Khan and Earth Wind and Fire....DEFINITELY worth the money..so dam good! ",robin thick jennif hudson supris guest chaka khan earth wind firedefinit worth moneyso dam good
0, I had too many gummy octopus... The gummy hurt my tummy,mani gummi octopu gummi hurt tummi
1, hanging with jon. i love ashley!!!!!!!!,jon love ashley
0,&quot;NYTimes Twitter&quot; acolunt hacked....people nowadays ,twitterquot acolunt hackedpeopl nowaday
1,&quot;...she may be the beauty of the beast....&quot; Ã¢ÂÂ¥ the song. Note: I'm not Twitting. Just blipping.  Ã¢ÂÂ« http://blip.fm/~7jffc,may beauti beastquot ã¢ââ¥ song note im twit blip ã¢ââ « httpblipfm7jffc
1,&lt;3 my Frankiee Lampss ,frankie lampss
1,- FRIDAY! i've caught a cold. How rubbish is that? At least i've got the whole weekend to spend in bed. ,friday ive caught cold rubbish least ive got whole weekend spend bed
1,#f1 Perhaps that should be a Brawn sandwich between two slices of Bread Bull ,perhap brawn sandwich two slice bread bull
0," i have to go into school tomorrow to sing, and babysit before that. when will i find time for the sims 3?! i'm going to cry!",go school tomorrow sing babysit find time sim 3 im go cri
0, Lucky has disapeared Let out. Maureen this morning and locky had gone. Could it be MrRat? So upset  )-.:,disapear let maureen morn locki gone could mrrat upset
1,              omg its already 7:30 :O,alreadi 730
0, boring nite...damn I guess I better get use to this,nitedamn guess better get use
0,#SaveEarl - That is all. ,
1, on my way to get @jackosborne then to glasgow for florence + the machine,way get jackosborn glasgow florenc machin
0, you're ironing early! Going out? Probably karma for keeping me up past my bedtime. Knackered.,iron earli go probabl karma keep past bedtim knacker
0, poor uncle james pleease get better  ;-(,uncl jame pleeas get better
0, i have the flu i feel horrible... @roly50100150 please come home i feel bad,flu feel horribl roly50100150 pleas come home feel bad
0, i wish my bf realized how great i was,wish bf realiz great
0,"&quot;and i miss you.. and i need you, i do&quot; &lt;3 hungry ",miss need doquot lt3 hungri
1, Woo! Can't wait to watch 'Transformers 2: Revenge Of The Fallen'!,wait watch transform 2 reveng fallen
0, I spoke too soon.,spoke soon
0," I dislike this immensely, i lol at the fact I can spell immensely... thank you Lauren haha",dislik immens lol fact spell immens thank lauren haha
0,#barbie display gone @hudsonsbay  Now the long wait for Barbie 50th by David Dixon line-  third floor HBC Queen St. in the fall.,display gone hudsonsbay long wait barbi 50th david dixon line third floor hbc queen st fall
0, AM meetings suck!!,meet suck
0," RIP @cnnbrk : 4 dead in D.C Metro train collision, CNN confirms http://bit.ly/dctrain",cnnbrk 4 dead dc metro train collis cnn confirm httpbitlydctrain
1," meditating on emptyness - it's free, legal, you can do it anywhere and it takes away the veils that hide instant enduring happiness !!!",empty free legal anywher take away veil hide instant endur happi
0," Miss my little monster, but he's with his Daddy this weekend!!!",littl monster he daddi weekend
0, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk,miss air franc plane follow best air news sourc httptinyurlcomm2p6yk
1,"#followfriday @ramartijr Follow him, especially if your #interior design. Lovely, friendly, helpful, good heart and makes me laugh ",ramartijr follow especi interior design love friendli help good heart make laugh
0, cramps. Drugs--good.,drugsgood
1,#passionpit and a lovely morning drive to get coffee ,love morn drive get coffe
0, i cant go to miley cyrus tour 2009 because i would be on a wedding !,cant go miley cyru tour 2009 would wed
1,"&quot;Its just the start, don't give up now.&quot; Listening to @ModSun - so proud of my brover...listen to them now...life lessons my friend. ",start give nowquot listen modsun proud broverlisten nowlif lesson friend
1,#unfollowdiddy and follow me instead! i am cooler. ,follow instead cooler
1,#musicmonday wetter -twista  r0fl,wetter twista r0fl
0, My speed wasn't up to par today. 15 seconds slower!,speed par today 15 second slower
1, that's my only expression! I think I like him. Yes,express think like ye
0, that was not the best day ,best day
0,"&quot;Blip.fm is undergoing maintenance.&quot; sorry, no music tweets for now. I'm shaking already ",undergo maintenancequot sorri music tweet im shake alreadi
1, @DJWiLLGATES,
0,#DontYouHate when your favorite member of a music group is no longer part of the group?! HEATED! I loved her  @Tifflicious *sigh*,favorit member music group longer part group heat love tifflici sigh
0, Having no money sucks.,money suck
1,&quot;Prepare for the worst expect the best&quot; ,worst expect bestquot
0, my ipod died errrrrr.,ipod die errrrrr
0,#stuffwotimadeup this is terrible grammar ,terribl grammar
0, hair looks dorky. Oh well.,look dorki oh well
0, today is not a good day.,good day
0, on about 5 slices of pizza.... :\ about half.,5 slice pizza half
0,#YouTube is down for #maintenance and will be back shortly. ,mainten back shortli
1, So excited.,excit
0, @belllareow has disappeared again ,disappear
0,  another year of Lakers .. That's neither magic nor fun ...,year laker that neither magic fun
1, I'm trying to build a little momentum,tri build littl momentum
1, awesome black coffee... anyone?,black coffe anyon
0,#yorly? @Kimberley__ (Kimberley):@madamecupcake: oh man your the 2nd person to say that to me now .. lol http://bit.ly/xwmQH,kimberley kimberleymadamecupcak oh man 2nd person say lol httpbitlyxwmqh
0, hate being stuck at home not able to do anything before my last day at hollywood,stuck home abl anyth last day hollywood
0,"#hadopi is back  But now it's in the charge of MAM, the new minister of justice &amp; not of the new minister of culture http://is.gd/1cR0d",back charg mam new minist justic amp new minist cultur httpisgd1cr0d
0, sick... And now i dont live at home so nobodys taking care of me  need medicine...,dont live home nobodi take care need medicin
0,#xampp isn't working on my computer anymore  I'm considering a replacement. Any suggestions?,work comput anymor im consid replac suggest
0, Prayers for pro golfers Phil Mickelson (wife has cancer) and Ken Green (leg getting amputated). Thoughts are with those guys!,pro golfer phil mickelson wife cancer ken green leg get amput thought guy
1, watching The Brady Bunch,bradi bunch
0,#dontyouhate It when you begin the like the music you've always despised. I'm usually Bob Dylan/Van Morrison. Starting to like Katy Perry ,begin like music youv alway despis im usual bob dylanvan morrison start like kati perri
1, miley cyrus &quot;the climb&quot; Ã¢ÂÂ« http://twt.fm/140798 #musicmonday,cyru quotth climbquot ã¢ââ « httptwtfm140798 musicmonday
0,$103.30 pre-sale for Green Day in Auckland? Thanks but no thanks. ,presal green day auckland thank thank
1," @LisaBarone If, thru the miracle of modern science, Bruce and Danny had a child...",thru miracl modern scienc bruce danni child
0, I just heard David Eddings died earlier this month,heard david ed die earlier month
1,#thingsmummysaid &quot;you know you got that from mommy&quot; ,quotyou know got mommyquot
0, i don't like your livejournal because you don't use fancy words like that in real life.,like livejourn use fanci word like real life
0, im goin' to sleep or watch tv . loveeupeopleÃ¢ÂÂ¥,goin sleep watch tv loveeupeopleã¢ââ¥
1,#ChubsUnite @HisRuin Mmmm tacos in general make me happy.  As long as they're in muh belleh. &lt;3,hisruin mmmm taco gener make happi long theyr muh belleh lt3
1,"-- it doesn`t get any better than THIS , or does it ? ",doesnt get better
0,#andyhurleyday used to be on trending topics but it died. ,use trend topic die
1,#flylady dusting done.  sending roomba thru for a 2nd time.  Oldest DS cleaning bathrooms.  ,dust done send roomba thru 2nd time oldest ds clean bathroom
0,"  well, I guess I knew it was going to break sometime...",guess knew go break sometim
0,"&quot;He says he's so in love, he's finally got it right, I wonder if he knows he's all I think about at night&quot; Oh yes ",say he love he final got right wonder know he think nightquot oh ye
0, what happened to the sun ):,happen sun
0, U DONT KNO MY STRUGGLE. ,dont kno struggl
0," I'm about to turn down a great job offer in LA. Raise, paid for accomodations, rental car, weekly expenses paid...I have my reasons.",turn great job offer la rais paid accomod rental car weekli expens paidi reason
0," 2nd item did not arrive, am still waiting for it to show in my aramex web page.",item arriv still wait show aramex web page
1,#BGT Ooohh I quite like Julian ,ooohh quit like julian
0,&quot;Did #Bing Just Leapfrog #YahooSearch?&quot; on @techcrunch http://bit.ly/YBvv0 Strong SELL for Yahoo  #Google #Microsoft,bing leapfrog yahoosearchquot techcrunch httpbitlyybvv0 strong sell yahoo googl microsoft
0,#squarespace AARRGH Just cant be bothered woth today at all ,aarrgh cant bother woth today
0, Happy Fathers day. ILUDaddy.    First father's day sans father.,father day iludaddi first father day san father
0, @lushone toolio has court on the 24th...,toolio court 24th
0, i'm off. earache unbearable. gunna get my drops &amp; read my boooook. talk to yous tomorrow.,earach unbear gunna get drop amp read boooook talk you tomorrow
0,"  no hang out with the girls 2day. 2moro, hope so......",hang girl 2day 2moro hope
1,"#favmoviequote &quot;It's go go, not cry cry.&quot; - Planet Terror ",quotit go go cri cryquot planet terror
0,"#cluckingblossom Thought Trade was probably the best band I saw there, but their set was too short and I failed to grab one of their CDs ",thought trade probabl best band saw set short fail grab one cd
1,"&quot;BATTLEFIELD&quot; by Jordin Sparks, &quot;Its Alright Its Ok&quot; by Ashley Tisdale and &quot;PARANOID&quot; by Jonas Brothers ",jordin spark quotit alright okquot ashley tisdal quotparanoidquot jona brother
0, at when Pac got shot in vegas,pac got shot vega
0,#haveyouever been scared cus someone tweeted the world would evaporate in 2012 ,scare cu someon tweet world would evapor 2012
1," @adbert: &quot;#Video [Woody Woodpecker Ã¢ÂÂ The Barber of Seville] I am great, @klitoria, just wishing to be a ch... Ã¢ÂÂ« http://blip.fm/~7g6r0",quotvideo woodi woodpeck ã¢ââ barber sevil great klitoria wish ch ã¢ââ « httpblipfm7g6r0
0," are selena gomez &amp; taylor lautner going out, that just ruined my day",selena gomez amp taylor lautner go ruin day
1,#FF one of my new faves cos y'all know how I am!  - @NuttyNewswire,one new fave co yall know nuttynewswir
0,"#iPhone 3.0 Notes sync seems quite weird - Mac stores Notes on MobileMe, iPhone can sync Notes w/Mac but not MobileMe??? No live update ",30 note sync seem quit weird mac store note mobilem iphon sync note wmac mobilem live updat
1," Right, Robin Hood me thinks, then bed.",robin hood think bed
1, i love you. *you know who you are*,love know
0, things will get better! I pinky promise,get better pinki promis
0, gettn meds for my baby. he's got a stuffy nose and now a cough. his 1st time getting sick,med babi he got stuffi nose cough 1st time get sick
1,&lt;3 sunday mornings. Just made good coffee/breakfast bread. Gonna do a little yoga in a bit. Morning ,sunday morn made good coffeebreakfast bread gon na littl yoga bit morn
1,#myweakness My family and friends ,famili friend
0,"&quot;I was thinking in Italian but then a 'Vamos' came out and then a 'Let's Go,&quot;' Rossi said Rossi was born in the US played soccer here ",think italian vamo came let goquot rossi said rossi born us play soccer
0, no eagles tickets for k3v0,eagl ticket k3v0
0, odd i tried to call mitchel musso but it dosent work.... ,tri call mitchel musso dosent work
0," Some people forgot, there were no gifts, went 2 bed early and sober, it rained cats, dogs, and everything between except a B-day cake!",peopl forgot gift went 2 bed earli sober rain cat dog everyth except bday cake
1,#iwouldntfollow DiDDY iF i WAS FRESH OUT OF PRiSON AND HE WAS FREE PUSSY ,diddi fresh prison free pussi
1,&quot;I'm a stitch away from making it / and a scar away from falling apart... &quot; @petewentz i fell asleep with my headphones in again ,stitch away make scar away fall apart quot petewentz fell asleep headphon
0,"#BSNL, Stupid net went down.. Been without email for a whole day ",stupid net went without email whole day
1,! @tmhoskins (recruiter): &quot;Community Server / SharePoint Dev 4 gig in Austin TX&quot; http://bit.ly/eapoq -hope 2see more jobreqs like this. ,tmhoskin recruit quotcommun server sharepoint dev 4 gig austin txquot httpbitlyeapoq hope 2see jobreq like
1," you A1 in my book, ma'am @rosaliiinda: @liveguy i know i do",a1 book maam rosaliiinda liveguy know
0,&amp;... very busy day today.  hopefully hanging out with tiffany!,busi day today hope hang tiffani
0,$@#$!!! WTH!  No 24 tonite  ,wth 24 tonit
0,#thingsmummysaid  You are the result of a broken condom. ,result broken condom
1, @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS,creativ via twitter httpbitlyhvth
0, miss you boys hope we see us again soon and make Party together :*,boy hope see us soon make parti togeth
0,   I'm SICK of bedtime battles   ,sick bedtim battl
0, My other brother's sick...,brother sick
1,&quot;Find a man who is stronge enough to catch you.&quot; -sex in the city ,man strong enough catch youquot sex citi
0,#haveyouever picked up the phone to call someone to tell them something exciting and remebered they had died..I have ,pick phone call someon tell someth excit remeb diedi
0,   the batt to my internet connection died.  Guess its back to the mobile!,batt internet connect die guess back mobil
1,"$1300 fine, 48hrs community service, random UA's for 6mnths, probation for 12, but no jail.  ",fine 48hr commun servic random ua 6mnth probat 12 jail
1, i could cry at how nice dannys voice sounds on radio one (L),could cri nice danni voic sound radio one l
0, I just ran out of my favorite cologne...Who wants to buy me some more??,ran favorit colognewho want buy
0, Heavy rain forecast for Saturday at Epsom Derby!!,rain forecast saturday epsom derbi
1, my hair is actually pretty today! i totally took a picture i guess today's a good day,hair actual pretti today total took pictur guess today good day
0, I'm sorry! I hope Rumi feels better soon. Hang in there. OOXX,sorri hope rumi feel better soon hang ooxx
0, Don't like ending the night arguing with the huz in SMF over stupid home improvement crap.,like end night argu huz smf stupid home improv crap
1, touchin the starss,starss
1, VEry very extraordinary  ? http://blip.fm/~5il06,extraordinari httpblipfm5il06
0,=- Damn I have A Cold.,damn cold
0, I cant find my connector for my cameraa!!!  Where is itt?!?!?!?!,cant find connector cameraa itt
0,&quot;Enjoying&quot; the day off doing laundry... ,day laundri
1,#followfriday @stereojorge @bethhh @caitspradley @busy_living @annabananaaa @stephanyisme @stereobear ,stereojorg bethhh caitspradley busyliv annabananaaa stephanyism stereobear
1, he makes my little heart smile,make littl heart smile
0, back pain again!! calls for another therapy (annoyed) http://plurk.com/p/13c7l9,pain call anoth therapi annoy httpplurkcomp13c7l9
0, new paramore now,paramor
0,"#reasonsihatewinter my nose runs all the time, whether I'm sick or not ",nose run time whether im sick
1, twitter is working on my iPhone again,work iphon
1, yes it's that serious LOL. Nicki Minaj is a beast! Don't act like you didn't know that's my celebrity crush LOL,seriou lol nicki minaj beast act like know that celebr crush lol
0, pff.. que mala historia :S,que mala historia
1, @copicmarker&quot; facebook.com/copic.marker if you're cool. Or if you're not cool. Maybe I'll send some cool .. http://tr.im/oyT7,facebookcomcopicmark your cool your cool mayb ill send cool httptrimoyt7
0, am so upset but i wont tell you!,upset wont tell
1,#FollowFriday @NancyODell has met and interviewed more celebrities than most! A nice and &quot;real&quot; person. As good as it gets! ,nancyodel met interview celebr nice quotrealquot person good get
1,  Just another day in paradise. ;),anoth day paradis
0,#inaperfectworld @nigelp123 would be spending sunday with his daughters. Bummer ,nigelp123 would spend sunday daughter bummer
1,- just got home; had fun with AC; tomorrow is Day 1 of my celeb image. ,got home fun ac tomorrow day 1 celeb imag
1, im in such a good mood right now guys.,good mood right guy
0, i lost my 021 charger last night ,lost 021 charger last night
0,#haveyouever wished on a star hoping that the wish was really gonna come true.... I have and it didn't. ,wish star hope wish realli gon na come true
0, im all alone they all went to garage sales,alon went garag sale
0, savhanna- too bad muffin 3 isnt there    ,bad muffin 3 isnt
0,&amp; now it's thundering really loud  eeek!,thunder realli loud eeek
0," secretly fighting over boys , secretly Jealous of there 'flirting' .. Hmm , i'm sick of it  and i can't go any longer. Sorry hun. . .",fight boy secretli jealou flirt hmm im sick go longer sorri hun
1,&quot;Before the Storm&quot; doesn't count because its the BEST song they've EVER done. it can't compare to any others. haha. ,stormquot count best song theyv ever done compar other haha
0,"   No man is worth your tears, and the one that is won't make you cry!",man worth tear one make cri
0, sometimes i really wonder if what i have really are panic attacks...,realli wonder realli panic attack
0, i has to do the dishes ,dish
1,"- on da phone with alicia hauser, singing together! ",da phone alicia hauser sing togeth
0," we are out, I was telling you #PakistanWillWin #PakCricket",tell pakistanwillwin pakcricket
0," Im crushed, How could i have been so stupid?... ~!$@M@NTH@ !~",crush could stupid mnth
0, AND maths exam tomorrow; just to make life even bettter....,math exam tomorrow make life even bettter
1, she makes all the bullish worth it http://mypict.me/2NIU,make bullish worth httpmypictme2niu
0, Wiltssy cheer up. Guys r guys n it's all gonna get better.,cheer guy r guy n gon na get better
0,#eurovision I miss Terry Wogan ,miss terri wogan
1,#iremember...when i used to write stories in highschool...and those fools loving them ,use write stori highschooland fool love
0, saving aimee in london sold out. meaning no one can come with me. meaning im not allowed to go. ,aime london sold mean one come mean im allow go
1," @ange_black @sween I call dibs on the Voltron arm. No the leg. Wait. Where are my manners? @baileygenine,.. http://tr.im/oERy",sween call dib voltron arm leg wait manner baileygenin httptrimoeri
0, Urghh English Coursework,english coursework
0,#confessions i follow some of my followers followers  im guilty...,follow follow follow im guilti
0, did I miss the hov track. smh I see mad twits about the hov shit.,miss hov track smh see mad twit hov shit
0, twitter has just turned into Facebook thanks to spywars,turn facebook thank spywar
0,#myweakness .... girls. girls are my weakness.. i fall in love with them so easily  ,girl girl weak fall love easili
0, i sat on my chocolate truffles.... so much for saving them for to night *tear,sat chocol truffl much save night tear
1,#Neuroanthropology back online! sorry for the false alarm...  http://neuroanthropology.net/,back onlin sorri fals alarm httpneuroanthropologynet
0,  my parents left,parent left
0,"&amp; i drank milk, so now im so sick..  seriously.",drank milk im sick serious
1, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H,case need help w httpbitly12np1h
